NURA_ID,Canonical SMILES,AGO_PR,ANT_PR,BIN_PR,AGO_PXR,ANT_PXR,BIN_PXR,AGO_RXR,ANT_RXR,BIN_RXR,AGO_GR,ANT_GR,BIN_GR,AGO_AR,ANT_AR,BIN_AR,AGO_ERA,ANT_ERA,BIN_ERA,AGO_ERB,ANT_ERB,BIN_ERB,AGO_FXR,ANT_FXR,BIN_FXR,AGO_PPARD,ANT_PPARD,BIN_PPARD,AGO_PPARG,ANT_PPARG,BIN_PPARG,AGO_PPARA,ANT_PPARA,BIN_PPARA,SOURCES
NURA_08039,Clc1ccc(c(c1)C(=O)c1ccccc1)O,inact.,n.a.,inact.,n.a.,n.a.,n.a.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,w.act.,inact.,inc.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_08040,Clc1ccc(c(c1)C(=O)c1ccccc1F)N,inact.,w.act.,inc.,w.act.,n.a.,w.act.,inact.,n.a.,inact.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,inact.,inact.,inact.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Tox21
NURA_08041,Clc1ccc(c(c1)C)C(=O)NCc1cccc(c1)Oc1ccc(c(c1)C)OC(C(=O)O)(C)C,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,act.,n.a.,act.,act.,n.a.,act.,"ChEMBL, NR-DBIND"
NURA_08042,Clc1ccc(c(c1)C)N,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_08043,Clc1ccc(c(c1)C)O,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_08044,Clc1ccc(c(c1)Cc1c(=O)[nH]c(=O)[nH]c1C1CCC(CC1)c1ccccc1)Cl,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"ChEMBL, NR-DBIND"
NURA_08045,Clc1ccc(c(c1)Cc1ccccc1)O,inact.,inc.,inc.,w.act.,n.a.,w.act.,inc.,n.a.,inc.,n.a.,n.a.,n.a.,inact.,w.act.,inc.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,w.act.,inc.,n.a.,n.a.,n.a.,Tox21
NURA_08046,Clc1ccc(c(c1)Cl)C,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_08047,Clc1ccc(c(c1)Cl)C(=O)Cl,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Tox21
NURA_08048,Clc1ccc(c(c1)Cl)C(=O)NCCS(=O)(=O)c1ccc(cn1)C(F)(F)F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,n.a.,n.a.,w.act.,n.a.,n.a.,w.act.,"ChEMBL, NR-DBIND"
NURA_08049,Clc1ccc(c(c1)Cl)C(=O)Nc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,inact.,inact.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,ChEMBL
NURA_08050,Clc1ccc(c(c1)Cl)C(=O)Nc1ccc(c(c1)C(C)(C)C)O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,w.act.,w.act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,ChEMBL
NURA_08051,Clc1ccc(c(c1)Cl)C(=O)Nc1ccc(c(c1)C(C)C)O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,inact.,inact.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,ChEMBL
NURA_08052,Clc1ccc(c(c1)Cl)C(=O)Nc1ccc(c(c1)C)O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,inact.,inact.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,ChEMBL
NURA_08053,Clc1ccc(c(c1)Cl)C(=O)O,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_08054,Clc1ccc(c(c1)Cl)C(=O)Oc1ccc(c(c1)C(C)(C)C)O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,w.act.,w.act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,ChEMBL
NURA_08055,Clc1ccc(c(c1)Cl)C(Cl)(Cl)Cl,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_08056,Clc1ccc(c(c1)Cl)C(Cn1ccnc1)OCc1ccsc1Cl,inact.,n.a.,inact.,w.act.,n.a.,w.act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,inact.,w.act.,inc.,n.a.,inact.,inact.,inact.,inact.,inact.,w.act.,n.a.,w.act.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_08057,Clc1ccc(c(c1)Cl)C(Cn1cncc1)OCc1c(Cl)cccc1Cl,inact.,n.a.,inact.,act.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,act.,n.a.,act.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_08058,Clc1ccc(c(c1)Cl)C(Cn1cncc1)OCc1ccc(cc1)Sc1ccccc1,inact.,n.a.,inact.,w.act.,n.a.,w.act.,inact.,n.a.,inact.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,inact.,inact.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Tox21
NURA_08059,Clc1ccc(c(c1)Cl)C(Cn1cncn1)COC(C(F)F)(F)F,inact.,w.act.,inc.,w.act.,n.a.,w.act.,inact.,n.a.,inact.,inact.,w.act.,inc.,inact.,n.a.,inact.,inact.,w.act.,inc.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,n.a.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_08060,Clc1ccc(c(c1)Cl)C(F)(F)F,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_08061,Clc1ccc(c(c1)Cl)C1(OCC(O1)COc1ccc(cc1)N1CCN(CC1)C(=O)C)Cn1cncc1,inact.,n.a.,inact.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,w.act.,inc.,inact.,inact.,inact.,n.a.,n.a.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_08062,Clc1ccc(c(c1)Cl)C1(OCC(O1)COc1ccc(cc1)N1CCN(CC1)C(C)C)Cn1cncn1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_08063,Clc1ccc(c(c1)Cl)C1(OCCO1)Cn1cncn1,inact.,n.a.,inact.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_08064,Clc1ccc(c(c1)Cl)C=C(C(C(C)(C)C)O)n1cncn1,inact.,w.act.,inc.,w.act.,n.a.,w.act.,n.a.,n.a.,n.a.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,w.act.,inc.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Tox21
NURA_08065,Clc1ccc(c(c1)Cl)COC(c1ccc(cc1Cl)Cl)Cn1cncc1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_08066,Clc1ccc(c(c1)Cl)Cc1c(=O)[nH]c(=O)[nH]c1C1CCC(CC1)c1ccccc1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"ChEMBL, NR-DBIND"
NURA_08067,Clc1ccc(c(c1)Cl)Cc1cc(ccc1O)C(CC(C)(C)C)(C)C,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,inact.,inact.,inact.,n.a.,n.a.,n.a.,inact.,inact.,inact.,n.a.,n.a.,n.a.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_08068,Clc1ccc(c(c1)Cl)Cl,inact.,inact.,inact.,inact.,n.a.,inact.,w.act.,n.a.,w.act.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_08069,Clc1ccc(c(c1)Cl)Cn1nc(c2c1cccc2)C(=O)O,inact.,inact.,inact.,inact.,n.a.,inact.,n.a.,n.a.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inc.,inact.,inc.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,w.act.,w.act.,n.a.,n.a.,n.a.,Tox21
NURA_08070,Clc1ccc(c(c1)Cl)N,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_08071,Clc1ccc(c(c1)Cl)NC(=O)C1(CC1)C(=O)O,inact.,n.a.,inact.,w.act.,n.a.,w.act.,n.a.,n.a.,n.a.,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,w.act.,inc.,inact.,inact.,inact.,n.a.,act.,act.,n.a.,n.a.,n.a.,Tox21
NURA_08072,Clc1ccc(c(c1)Cl)O,inact.,inact.,inact.,w.act.,n.a.,w.act.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_08073,Clc1ccc(c(c1)Cl)OCc1noc(c1COc1ccc(c(c1)Cl)C=Cc1cccc(c1)C(=O)O)C(C)C,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,ChEMBL
NURA_08074,Clc1ccc(c(c1)Cl)OS(=O)(=O)c1ccccc1,inact.,inc.,inc.,w.act.,n.a.,w.act.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,w.act.,inc.,inc.,inact.,inc.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_08075,Clc1ccc(c(c1)Cl)Oc1ccc(cc1)[N+](=O)[O-],inact.,inc.,inc.,w.act.,n.a.,w.act.,n.a.,n.a.,n.a.,inact.,inact.,inact.,inact.,w.act.,inc.,inact.,inact.,inact.,w.act.,inact.,inc.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_08076,Clc1ccc(c(c1)Cl)S(=O)(=O)Nc1cc(Cl)c(c(c1)C(=O)C)Oc1cncc(c1)Cl,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,NR-DBIND
NURA_08077,Clc1ccc(c(c1)Cl)S(=O)(=O)Nc1cc(Cl)c(c(c1)Cl)Oc1ccc2c(c1)cccn2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,NR-DBIND
NURA_08078,Clc1ccc(c(c1)Cl)S(=O)(=O)Nc1cc(Cl)c(c(c1)Cl)Oc1cncc(c1)C,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,NR-DBIND
NURA_08079,Clc1ccc(c(c1)Cl)S(=O)(=O)Nc1cc(Cl)c(c(c1)Cl)Oc1cncc(c1)C(=O)C,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,NR-DBIND
NURA_08080,Clc1ccc(c(c1)Cl)S(=O)(=O)Nc1cc(Cl)c(c(c1)Cl)Oc1cncc(c1)C(=O)N,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,NR-DBIND
NURA_08081,Clc1ccc(c(c1)Cl)S(=O)(=O)Nc1cc(Cl)c(c(c1)Cl)Oc1cncc(c1)Cl,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,NR-DBIND
NURA_08082,Clc1ccc(c(c1)Cl)S(=O)(=O)Nc1cc(F)c(c(c1)Cl)Oc1cncc(c1)Cl,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,NR-DBIND
NURA_08083,Clc1ccc(c(c1)Cl)S(=O)(=O)Nc1cc(c(c(c1)C(F)(F)F)Oc1cncc(c1)Cl)C(F)(F)F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,NR-DBIND
NURA_08084,Clc1ccc(c(c1)Cl)S(=O)(=O)Nc1ccc(c(c1)C(=O)C)Oc1cnc2c(c1)cccc2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,NR-DBIND
NURA_08085,Clc1ccc(c(c1)Cl)S(=O)(=O)Nc1ccc(c(c1)C(=O)C)Oc1cncc(c1)Cl,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,NR-DBIND
NURA_08086,Clc1ccc(c(c1)Cl)S(=O)(=O)Nc1ccc(c(c1)C(F)(F)F)Oc1cncc(c1)Cl,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,NR-DBIND
NURA_08087,Clc1ccc(c(c1)Cl)S(=O)(=O)Nc1ccc(c(c1)C)Oc1cncc(c1)Cl,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,NR-DBIND
NURA_08088,Clc1ccc(c(c1)Cl)S(=O)(=O)Nc1ccc(c(c1)Cl)Oc1ccc2c(c1)cccc2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,NR-DBIND
NURA_08089,Clc1ccc(c(c1)Cl)S(=O)(=O)Nc1ccc(c(c1)Cl)Oc1cnc2c(c1)cccc2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,NR-DBIND
NURA_08090,Clc1ccc(c(c1)Cl)S(=O)(=O)Nc1ccc(c(c1)Cl)Oc1cncc(c1)Cl,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,NR-DBIND
NURA_08091,Clc1ccc(c(c1)Cl)S(=O)(=O)Nc1ccc(c(c1)F)Oc1cncc(c1)Cl,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,NR-DBIND
NURA_08092,Clc1ccc(c(c1)Cl)S(=O)(=O)Nc1ccc(c(c1)S(=O)(=O)C)Oc1cncc(c1)Cl,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,NR-DBIND
NURA_08093,Clc1ccc(c(c1)Cl)S(=O)(=O)Nc1ccc(cc1)Oc1cncc(c1)Cl,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,NR-DBIND
NURA_08094,Clc1ccc(c(c1)Cl)[N+](=O)[O-],n.a.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_08095,Clc1ccc(c(c1)Cl)c1noc(c1C(=O)N(C1CCCCC1)C1CCCCC1)C,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_08096,Clc1ccc(c(c1)Cl)c1nsc(n1)CSc1ccc(c(c1)C)OC(C(=O)O)(C)C,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,act.,n.a.,act.,ChEMBL
NURA_08097,Clc1ccc(c(c1)Cl)c1oc(c(n1)CCc1noc2c1ccc(c2)OC(C(=O)O)(C)C)C(C)C,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,w.act.,n.a.,w.act.,act.,n.a.,act.,ChEMBL
NURA_08098,Clc1ccc(c(c1)Cn1c(cc2c1cccc2)C(=O)NS(=O)(=O)c1cccc(c1)C(F)(F)F)Cl,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,NR-DBIND
NURA_08099,Clc1ccc(c(c1)F)CN(c1cccc(c1C)NS(=O)(=O)C)Cc1ccccc1,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_08100,Clc1ccc(c(c1)F)OC(C(=O)O)Cc1cccc(c1)F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,act.,n.a.,act.,ChEMBL
NURA_08101,Clc1ccc(c(c1)N)C,inact.,inact.,inact.,n.a.,n.a.,n.a.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_08102,Clc1ccc(c(c1)N)Cl,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
